,Win/Loss,Fighters,KD,Str,Td,Sub,Weight Class,Method,Round,Time,Event Name,Date,Location,Opponent,Record,Height,Weight,Reach,Stance,SLpM,Str. Acc,SApM,Str. Def,TD Avg,TD Acc,TD Def,Sub. Avg,Year
6875,LOSS,Ashkan Mokhtarian,0,12,1,0,Flyweight,U-DEC,3,5:00,UFC Fight Night: Lewis vs. Hunt,2017-06-10,"Auckland, New Zealand",John Moraga,RECORD: 13-3-0,"5' 6""",125 lbs.,"67""",Southpaw,1.95,0.43,3.66,43%,0.54,16%,33%,0.0,2017
6876,WIN,Zak Ottow,0,37,2,0,Welterweight,S-DEC,3,5:00,UFC Fight Night: Lewis vs. Hunt,2017-06-10,"Auckland, New Zealand",Kiichi Kunimoto,RECORD: 17-7-0,"5' 11""",170 lbs.,"72""",Orthodox,2.63,0.36,2.73,58%,0.97,29%,57%,0.4,2017
6877,LOSS,Kiichi Kunimoto,0,25,2,0,Welterweight,S-DEC,3,5:00,UFC Fight Night: Lewis vs. Hunt,2017-06-10,"Auckland, New Zealand",Zak Ottow,RECORD: 18-7-2 (1 NC),"5' 10""",170 lbs.,"71""",Orthodox,1.87,0.44,3.92,41%,1.59,20%,28%,0.3,2017
6878,WIN,JJ Aldrich,0,98,0,0,Women's,U-DEC,3,5:00,UFC Fight Night: Lewis vs. Hunt,2017-06-10,"Auckland, New Zealand",Chan-Mi Jeon,RECORD: 13-6-0,"5' 5""",125 lbs.,"67""",Southpaw,4.05,0.46,4.53,60%,0.71,25%,66%,0.0,2017
6880,WIN,Max Holloway,1,104,0,0,Featherweight,"KO/TKO, Punches",3,4:13,UFC 212: Aldo vs. Holloway,2017-06-03,"Rio de Janeiro, Rio de Janeiro, Brazil",Jose Aldo,RECORD: 26-7-0,"5' 11""",145 lbs.,"69""",Orthodox,7.17,0.48,4.72,59%,0.25,53%,84%,0.3,2017
6881,LOSS,Jose Aldo,0,55,0,0,Featherweight,"KO/TKO, Punches",3,4:13,UFC 212: Aldo vs. Holloway,2017-06-03,"Rio de Janeiro, Rio de Janeiro, Brazil",Max Holloway,RECORD: 31-8-0,"5' 7""",135 lbs.,"70""",Orthodox,3.57,0.46,3.74,60%,0.49,54%,91%,0.1,2017
6882,WIN,Claudia Gadelha,0,8,1,1,Women's,"SUB, Rear Naked Choke",1,3:03,UFC 212: Aldo vs. Holloway,2017-06-03,"Rio de Janeiro, Rio de Janeiro, Brazil",Karolina Kowalkiewicz,RECORD: 18-5-0,"5' 4""",115 lbs.,"63""",Orthodox,3.31,0.41,4.57,57%,3.03,42%,58%,0.7,2017
6883,LOSS,Karolina Kowalkiewicz,0,9,0,0,Women's,"SUB, Rear Naked Choke",1,3:03,UFC 212: Aldo vs. Holloway,2017-06-03,"Rio de Janeiro, Rio de Janeiro, Brazil",Claudia Gadelha,RECORD: 16-7-0,"5' 3""",115 lbs.,"64""",Orthodox,5.92,0.43,5.55,59%,0.36,26%,74%,0.2,2017
6884,WIN,Vitor Belfort,0,37,0,0,Middleweight,U-DEC,3,5:00,UFC 212: Aldo vs. Holloway,2017-06-03,"Rio de Janeiro, Rio de Janeiro, Brazil",Nate Marquardt,RECORD: 26-14-0 (1 NC),"6' 0""",185 lbs.,"74""",Southpaw,1.59,0.46,2.83,50%,1.02,60%,53%,0.6,2017
6885,LOSS,Nate Marquardt,0,57,1,0,Middleweight,U-DEC,3,5:00,UFC 212: Aldo vs. Holloway,2017-06-03,"Rio de Janeiro, Rio de Janeiro, Brazil",Vitor Belfort,RECORD: 35-19-2,"6' 0""",185 lbs.,"74""",Orthodox,2.71,0.49,2.32,55%,1.87,51%,70%,0.8,2017
6886,WIN,Paulo Costa,0,43,0,0,Middleweight,"KO/TKO, Punches",2,1:06,UFC 212: Aldo vs. Holloway,2017-06-03,"Rio de Janeiro, Rio de Janeiro, Brazil",Oluwale Bamgbose,RECORD: 14-3-0,"6' 1""",185 lbs.,"72""",Orthodox,6.2,0.58,6.38,47%,0.45,75%,80%,0.0,2017
6887,LOSS,Oluwale Bamgbose,0,33,2,0,Middleweight,"KO/TKO, Punches",2,1:06,UFC 212: Aldo vs. Holloway,2017-06-03,"Rio de Janeiro, Rio de Janeiro, Brazil",Paulo Costa,RECORD: 6-4-0,"5' 11""",185 lbs.,"78""",Switch,2.45,0.48,2.7,55%,0.94,33%,37%,0.0,2017
6888,WIN,Yancy Medeiros,1,33,0,0,Welterweight,"KO/TKO, Punches",2,2:01,UFC 212: Aldo vs. Holloway,2017-06-03,"Rio de Janeiro, Rio de Janeiro, Brazil",Erick Silva,RECORD: 15-8-0 (1 NC),"5' 10""",155 lbs.,"75""",Orthodox,4.36,0.37,5.67,47%,0.33,50%,73%,0.7,2017
6889,LOSS,Erick Silva,0,29,0,0,Welterweight,"KO/TKO, Punches",2,2:01,UFC 212: Aldo vs. Holloway,2017-06-03,"Rio de Janeiro, Rio de Janeiro, Brazil",Yancy Medeiros,RECORD: 19-9-0 (1 NC),"6' 0""",170 lbs.,"74""",Orthodox,2.5,0.48,4.18,49%,0.85,35%,56%,1.4,2017
6890,WIN,Raphael Assuncao,0,43,0,0,Bantamweight,S-DEC,3,5:00,UFC 212: Aldo vs. Holloway,2017-06-03,"Rio de Janeiro, Rio de Janeiro, Brazil",Marlon Moraes,RECORD: 28-10-0,"5' 5""",135 lbs.,"66""",Orthodox,3.22,0.42,2.5,66%,1.65,39%,78%,0.2,2017
6891,LOSS,Marlon Moraes,0,44,0,0,Bantamweight,S-DEC,3,5:00,UFC 212: Aldo vs. Holloway,2017-06-03,"Rio de Janeiro, Rio de Janeiro, Brazil",Raphael Assuncao,RECORD: 23-10-1,"5' 6""",135 lbs.,"67""",Orthodox,3.37,0.4,4.53,54%,0.87,41%,46%,0.3,2017
6892,WIN,Antonio Carlos Junior,0,12,1,2,Middleweight,"SUB, Rear Naked Choke",2,3:49,UFC 212: Aldo vs. Holloway,2017-06-03,"Rio de Janeiro, Rio de Janeiro, Brazil",Eric Spicely,RECORD: 11-5-0 (1 NC),"6' 2""",185 lbs.,"79""",Orthodox,1.95,0.42,2.14,52%,3.42,39%,53%,0.8,2017
6893,LOSS,Eric Spicely,0,17,1,0,Middleweight,"SUB, Rear Naked Choke",2,3:49,UFC 212: Aldo vs. Holloway,2017-06-03,"Rio de Janeiro, Rio de Janeiro, Brazil",Antonio Carlos Junior,RECORD: 12-6-0,"6' 1""",185 lbs.,"73""",Orthodox,3.71,0.45,5.72,55%,1.31,20%,75%,1.0,2017
6894,WIN,Matthew Lopez,0,43,1,0,Bantamweight,"KO/TKO, Punches",1,2:57,UFC 212: Aldo vs. Holloway,2017-06-03,"Rio de Janeiro, Rio de Janeiro, Brazil",Johnny Eduardo,RECORD: 10-4-0,"5' 7""",135 lbs.,"69""",Southpaw,3.13,0.5,3.73,55%,3.32,60%,71%,1.3,2017
6895,LOSS,Johnny Eduardo,0,16,0,1,Bantamweight,"KO/TKO, Punches",1,2:57,UFC 212: Aldo vs. Holloway,2017-06-03,"Rio de Janeiro, Rio de Janeiro, Brazil",Matthew Lopez,RECORD: 28-13-0,"5' 7""",135 lbs.,"71""",Orthodox,2.95,0.39,3.22,63%,0.22,20%,58%,0.4,2017
6896,WIN,Brian Kelleher,0,4,0,1,Bantamweight,"SUB, Guillotine Choke",1,1:48,UFC 212: Aldo vs. Holloway,2017-06-03,"Rio de Janeiro, Rio de Janeiro, Brazil",Iuri Alcantara,RECORD: 24-15-0,"5' 6""",135 lbs.,"66""",Switch,3.39,0.41,4.64,54%,1.74,41%,60%,0.7,2017
6897,LOSS,Iuri Alcantara,0,12,1,0,Bantamweight,"SUB, Guillotine Choke",1,1:48,UFC 212: Aldo vs. Holloway,2017-06-03,"Rio de Janeiro, Rio de Janeiro, Brazil",Brian Kelleher,RECORD: 35-10-0 (1 NC),"5' 9""",135 lbs.,"71""",Southpaw,2.72,0.45,2.79,49%,1.44,62%,60%,0.8,2017
6898,WIN,Viviane Pereira,0,80,0,0,Women's,U-DEC,3,5:00,UFC 212: Aldo vs. Holloway,2017-06-03,"Rio de Janeiro, Rio de Janeiro, Brazil",Jamie Moyle,RECORD: 13-2-0,"5' 1""",115 lbs.,"63""",Orthodox,2.7,0.3,4.48,58%,0.25,100%,28%,0.2,2017
6900,WIN,Luan Chagas,1,95,0,1,Welterweight,"SUB, Rear Naked Choke",2,4:48,UFC 212: Aldo vs. Holloway,2017-06-03,"Rio de Janeiro, Rio de Janeiro, Brazil",Jim Wallhead,RECORD: 15-3-1,"6' 0""",170 lbs.,"75""",Orthodox,4.16,0.47,3.19,62%,0.32,12%,85%,0.3,2017
6902,WIN,Deiveson Figueiredo,1,17,2,4,Flyweight,KO/TKO,2,5:00,UFC 212: Aldo vs. Holloway,2017-06-03,"Rio de Janeiro, Rio de Janeiro, Brazil",Marco Beltran,RECORD: 23-3-1,"5' 5""",135 lbs.,"68""",Orthodox,3.01,0.55,3.38,50%,1.65,42%,58%,1.7,2017
6903,LOSS,Marco Beltran,0,16,0,0,Flyweight,KO/TKO,2,5:00,UFC 212: Aldo vs. Holloway,2017-06-03,"Rio de Janeiro, Rio de Janeiro, Brazil",Deiveson Figueiredo,RECORD: 8-6-0,"5' 8""",125 lbs.,"69""",Orthodox,2.07,0.37,1.93,63%,0.7,50%,46%,0.2,2017
6904,WIN,Alexander Gustafsson,2,97,1,0,Light Heavyweight,"KO/TKO, Punches",5,1:07,UFC Fight Night: Gustafsson vs. Teixeira,2017-05-28,"Stockholm, Sweden",Glover Teixeira,RECORD: 18-8-0,"6' 5""",205 lbs.,"79""",Orthodox,4.03,0.4,3.53,51%,1.53,39%,83%,0.4,2017
6905,LOSS,Glover Teixeira,0,42,1,0,Light Heavyweight,"KO/TKO, Punches",5,1:07,UFC Fight Night: Gustafsson vs. Teixeira,2017-05-28,"Stockholm, Sweden",Alexander Gustafsson,RECORD: 33-9-0,"6' 2""",205 lbs.,"76""",Orthodox,3.73,0.49,4.43,51%,2.11,33%,60%,0.9,2017
6906,WIN,Volkan Oezdemir,1,5,0,0,Light Heavyweight,"KO/TKO, Punches",1,0:28,UFC Fight Night: Gustafsson vs. Teixeira,2017-05-28,"Stockholm, Sweden",Misha Cirkunov,RECORD: 19-7-0,"6' 2""",205 lbs.,"75""",Orthodox,4.59,0.47,3.92,55%,0.57,33%,80%,0.1,2017
6907,LOSS,Misha Cirkunov,0,9,0,0,Light Heavyweight,"KO/TKO, Punches",1,0:28,UFC Fight Night: Gustafsson vs. Teixeira,2017-05-28,"Stockholm, Sweden",Volkan Oezdemir,RECORD: 15-9-0,"6' 3""",205 lbs.,"77""",Orthodox,3.86,0.51,3.06,57%,4.15,39%,76%,1.7,2017
6908,WIN,Peter Sobotta,3,46,0,0,Welterweight,"KO/TKO, Knee",2,2:29,UFC Fight Night: Gustafsson vs. Teixeira,2017-05-28,"Stockholm, Sweden",Ben Saunders,RECORD: 17-7-1,"6' 0""",170 lbs.,"75""",Southpaw,2.14,0.4,2.9,58%,1.53,32%,77%,0.5,2017
6909,LOSS,Ben Saunders,0,19,0,0,Welterweight,"KO/TKO, Knee",2,2:29,UFC Fight Night: Gustafsson vs. Teixeira,2017-05-28,"Stockholm, Sweden",Peter Sobotta,RECORD: 22-13-2,"6' 2""",170 lbs.,"77""",Orthodox,3.23,0.5,3.58,51%,0.2,40%,66%,1.3,2017
6910,WIN,Omari Akhmedov,0,52,6,0,Welterweight,S-DEC,3,5:00,UFC Fight Night: Gustafsson vs. Teixeira,2017-05-28,"Stockholm, Sweden",Abdul Razak Alhassan,RECORD: 21-6-1,"6' 0""",185 lbs.,"73""",Orthodox,2.97,0.34,2.84,55%,2.58,45%,65%,0.2,2017
6911,LOSS,Abdul Razak Alhassan,0,43,0,0,Welterweight,S-DEC,3,5:00,UFC Fight Night: Gustafsson vs. Teixeira,2017-05-28,"Stockholm, Sweden",Omari Akhmedov,RECORD: 12-6-0,"5' 10""",185 lbs.,"73""",Orthodox,3.37,0.48,3.99,55%,0.89,38%,50%,0.2,2017
6912,WIN,Nordine Taleb,0,57,2,0,Welterweight,U-DEC,3,5:00,UFC Fight Night: Gustafsson vs. Teixeira,2017-05-28,"Stockholm, Sweden",Oliver Enkamp,RECORD: 15-7-0,"6' 1""",170 lbs.,"74""",Orthodox,3.66,0.51,2.62,66%,1.94,76%,73%,0.0,2017
6913,LOSS,Oliver Enkamp,0,34,1,0,Welterweight,U-DEC,3,5:00,UFC Fight Night: Gustafsson vs. Teixeira,2017-05-28,"Stockholm, Sweden",Nordine Taleb,RECORD: 7-2-0,"6' 0""",170 lbs.,"77""",Switch,2.38,0.36,3.55,37%,0.87,16%,0%,0.0,2017
6914,WIN,Jack Hermansson,0,23,1,0,Middleweight,"KO/TKO, Punches",1,2:00,UFC Fight Night: Gustafsson vs. Teixeira,2017-05-28,"Stockholm, Sweden",Alex Nicholson,RECORD: 24-8-0,"6' 1""",185 lbs.,"77""",Orthodox,5.09,0.44,3.69,56%,1.53,30%,80%,0.4,2017
6915,LOSS,Alex Nicholson,0,1,0,1,Middleweight,"KO/TKO, Punches",1,2:00,UFC Fight Night: Gustafsson vs. Teixeira,2017-05-28,"Stockholm, Sweden",Jack Hermansson,RECORD: 7-4-0,"6' 4""",185 lbs.,"77""",Orthodox,4.12,0.43,4.65,47%,0.0,0%,50%,0.5,2017
6916,WIN,Pedro Munhoz,0,65,3,1,Bantamweight,U-DEC,3,5:00,UFC Fight Night: Gustafsson vs. Teixeira,2017-05-28,"Stockholm, Sweden",Damian Stasiak,RECORD: 20-9-0 (2 NC),"5' 6""",135 lbs.,"65""",Orthodox,5.32,0.43,6.23,56%,0.51,18%,82%,0.5,2017
6917,LOSS,Damian Stasiak,0,44,2,0,Bantamweight,U-DEC,3,5:00,UFC Fight Night: Gustafsson vs. Teixeira,2017-05-28,"Stockholm, Sweden",Pedro Munhoz,RECORD: 10-6-0,"5' 5""",135 lbs.,"70""",Orthodox,1.86,0.36,3.1,52%,2.64,35%,43%,0.6,2017
6918,WIN,Trevor Smith,1,39,4,0,Middleweight,U-DEC,3,5:00,UFC Fight Night: Gustafsson vs. Teixeira,2017-05-28,"Stockholm, Sweden",Chris Camozzi,RECORD: 15-10-0,"6' 3""",185 lbs.,"75""",Orthodox,3.29,0.55,3.31,51%,1.7,32%,60%,0.7,2017
6919,LOSS,Chris Camozzi,0,10,0,1,Middleweight,U-DEC,3,5:00,UFC Fight Night: Gustafsson vs. Teixeira,2017-05-28,"Stockholm, Sweden",Trevor Smith,RECORD: 24-13-0,"6' 2""",185 lbs.,"75""",Orthodox,3.57,0.44,2.96,56%,0.27,19%,57%,0.5,2017
6920,WIN,Joaquim Silva,0,40,0,1,Lightweight,S-DEC,3,5:00,UFC Fight Night: Gustafsson vs. Teixeira,2017-05-28,"Stockholm, Sweden",Reza Madadi,RECORD: 13-5-0,"5' 8""",155 lbs.,"69""",Southpaw,3.61,0.41,4.51,54%,0.45,60%,64%,0.7,2017
6921,LOSS,Reza Madadi,0,26,5,0,Lightweight,S-DEC,3,5:00,UFC Fight Night: Gustafsson vs. Teixeira,2017-05-28,"Stockholm, Sweden",Joaquim Silva,RECORD: 14-6-0,"5' 11""",155 lbs.,"73""",Orthodox,2.51,0.46,3.31,66%,3.17,33%,89%,0.5,2017
6922,WIN,Bojan Velickovic,1,53,1,0,Welterweight,"KO/TKO, Punches",3,4:37,UFC Fight Night: Gustafsson vs. Teixeira,2017-05-28,"Stockholm, Sweden",Nicholas Musoke,RECORD: 15-6-1,"6' 0""",170 lbs.,"76""",Southpaw,2.18,0.34,2.31,57%,0.67,25%,55%,0.5,2017
6923,LOSS,Nicholas Musoke,0,49,1,0,Welterweight,"KO/TKO, Punches",3,4:37,UFC Fight Night: Gustafsson vs. Teixeira,2017-05-28,"Stockholm, Sweden",Bojan Velickovic,RECORD: 13-5-0 (1 NC),"6' 0""",170 lbs.,"75""",Orthodox,3.56,0.35,3.8,57%,1.16,19%,82%,0.2,2017
6924,WIN,Darren Till,1,31,2,0,Welterweight,U-DEC,3,5:00,UFC Fight Night: Gustafsson vs. Teixeira,2017-05-28,"Stockholm, Sweden",Jessin Ayari,RECORD: 18-5-1,"6' 0""",185 lbs.,"74""",Southpaw,2.3,0.46,3.31,56%,0.55,46%,69%,0.0,2017
6925,LOSS,Jessin Ayari,0,28,0,1,Welterweight,U-DEC,3,5:00,UFC Fight Night: Gustafsson vs. Teixeira,2017-05-28,"Stockholm, Sweden",Darren Till,RECORD: 16-6-0,"6' 0""",155 lbs.,"73""",Orthodox,3.53,0.37,3.59,58%,0.0,0%,50%,0.3,2017
6926,WIN,Damir Hadzovic,1,14,0,0,Lightweight,"KO/TKO, Knee",3,0:07,UFC Fight Night: Gustafsson vs. Teixeira,2017-05-28,"Stockholm, Sweden",Marcin Held,RECORD: 14-7-0,"5' 9""",155 lbs.,"70""",Orthodox,3.36,0.48,3.26,62%,0.78,55%,34%,0.2,2017
6927,LOSS,Marcin Held,0,31,4,1,Lightweight,"KO/TKO, Knee",3,0:07,UFC Fight Night: Gustafsson vs. Teixeira,2017-05-28,"Stockholm, Sweden",Damir Hadzovic,RECORD: 23-7-0,"5' 9""",155 lbs.,"71""",Orthodox,1.41,0.34,2.02,47%,2.46,46%,37%,1.3,2017
6928,WIN,Stipe Miocic,1,26,0,0,Heavyweight,"KO/TKO, Punches",1,2:22,UFC 211: Miocic vs. Dos Santos,2017-05-13,"Dallas, Texas, USA",Junior Dos Santos,RECORD: 20-4-0,"6' 4""",240 lbs.,"80""",Orthodox,4.82,0.53,3.82,54%,1.86,34%,68%,0.0,2017
6929,LOSS,Junior Dos Santos,0,12,0,0,Heavyweight,"KO/TKO, Punches",1,2:22,UFC 211: Miocic vs. Dos Santos,2017-05-13,"Dallas, Texas, USA",Stipe Miocic,RECORD: 21-9-0,"6' 4""",238 lbs.,"77""",Orthodox,4.49,0.47,3.33,56%,0.3,50%,81%,0.1,2017
6930,WIN,Joanna Jedrzejczyk,0,225,0,0,Women's,U-DEC,5,5:00,UFC 211: Miocic vs. Dos Santos,2017-05-13,"Dallas, Texas, USA",Jessica Andrade,RECORD: 16-5-0,"5' 6""",115 lbs.,"65""",Orthodox,6.28,0.48,3.25,62%,0.27,62%,80%,0.1,2017
6931,LOSS,Jessica Andrade,0,83,2,0,Women's,U-DEC,5,5:00,UFC 211: Miocic vs. Dos Santos,2017-05-13,"Dallas, Texas, USA",Joanna Jedrzejczyk,RECORD: 26-12-0,"5' 1""",115 lbs.,"62""",Orthodox,6.62,0.5,5.37,55%,2.37,55%,72%,0.3,2017
6932,WIN,Demian Maia,0,23,4,0,Welterweight,S-DEC,3,5:00,UFC 211: Miocic vs. Dos Santos,2017-05-13,"Dallas, Texas, USA",Jorge Masvidal,RECORD: 28-11-0,"6' 1""",170 lbs.,"72""",Southpaw,1.8,0.43,2.07,63%,2.49,24%,61%,1.0,2017
6933,LOSS,Jorge Masvidal,0,39,0,0,Welterweight,S-DEC,3,5:00,UFC 211: Miocic vs. Dos Santos,2017-05-13,"Dallas, Texas, USA",Demian Maia,RECORD: 35-17-0,"5' 11""",170 lbs.,"74""",Orthodox,4.05,0.47,3.05,64%,1.38,59%,72%,0.3,2017
6934,WIN,Frankie Edgar,0,72,1,0,Featherweight,KO/TKO,2,5:00,UFC 211: Miocic vs. Dos Santos,2017-05-13,"Dallas, Texas, USA",Yair Rodriguez,RECORD: 23-11-1,"5' 6""",135 lbs.,"68""",Orthodox,3.77,0.4,2.82,65%,2.29,31%,65%,0.3,2017
6935,LOSS,Yair Rodriguez,0,16,0,1,Featherweight,KO/TKO,2,5:00,UFC 211: Miocic vs. Dos Santos,2017-05-13,"Dallas, Texas, USA",Frankie Edgar,RECORD: 16-5-0 (1 NC),"5' 11""",145 lbs.,"71""",Orthodox,4.65,0.46,3.99,52%,0.69,27%,58%,0.7,2017
6936,WIN,David Branch,0,39,2,0,Middleweight,S-DEC,3,5:00,UFC 211: Miocic vs. Dos Santos,2017-05-13,"Dallas, Texas, USA",Krzysztof Jotko,RECORD: 22-6-0,"6' 1""",185 lbs.,"78""",Orthodox,1.66,0.39,1.91,56%,2.55,32%,43%,0.0,2017
6937,LOSS,Krzysztof Jotko,0,28,1,0,Middleweight,S-DEC,3,5:00,UFC 211: Miocic vs. Dos Santos,2017-05-13,"Dallas, Texas, USA",David Branch,RECORD: 24-6-0,"6' 1""",185 lbs.,"77""",Southpaw,2.98,0.42,2.23,57%,1.33,39%,82%,0.1,2017
6938,NC,Eddie Alvarez,0,44,1,0,Lightweight,CNC,2,4:02,UFC 211: Miocic vs. Dos Santos,2017-05-13,"Dallas, Texas, USA",Dustin Poirier,RECORD: 29-6-0 (1 NC),"5' 9""",155 lbs.,"69""",Orthodox,4.32,0.41,4.39,55%,2.92,36%,92%,0.5,2017
6939,NC,Dustin Poirier,0,73,0,2,Lightweight,CNC,2,4:02,UFC 211: Miocic vs. Dos Santos,2017-05-13,"Dallas, Texas, USA",Eddie Alvarez,RECORD: 30-8-0 (1 NC),"5' 9""",155 lbs.,"72""",Southpaw,5.45,0.51,4.36,53%,1.33,36%,63%,1.4,2017
6940,WIN,Jason Knight,1,59,2,3,Featherweight,"KO/TKO, Punches",3,0:39,UFC 211: Miocic vs. Dos Santos,2017-05-13,"Dallas, Texas, USA",Chas Skelly,RECORD: 20-5-0,"5' 10""",145 lbs.,"71""",Orthodox,2.95,0.33,3.02,51%,1.31,31%,47%,1.7,2017
6941,LOSS,Chas Skelly,0,29,1,0,Featherweight,"KO/TKO, Punches",3,0:39,UFC 211: Miocic vs. Dos Santos,2017-05-13,"Dallas, Texas, USA",Jason Knight,RECORD: 19-3-0 (1 NC),"5' 11""",145 lbs.,"72""",Orthodox,2.01,0.4,3.21,49%,1.74,34%,39%,2.3,2017
6942,WIN,Chase Sherman,1,103,0,0,Heavyweight,"KO/TKO, Elbow",2,3:36,UFC 211: Miocic vs. Dos Santos,2017-05-13,"Dallas, Texas, USA",Rashad Coulter,RECORD: 16-12-0,"6' 4""",250 lbs.,"78""",Orthodox,6.04,0.45,6.65,52%,0.09,50%,74%,0.0,2017
6943,LOSS,Rashad Coulter,0,36,0,0,Heavyweight,"KO/TKO, Elbow",2,3:36,UFC 211: Miocic vs. Dos Santos,2017-05-13,"Dallas, Texas, USA",Chase Sherman,RECORD: 9-4-0,"5' 11""",205 lbs.,"76""",Orthodox,4.82,0.56,6.68,50%,0.0,0%,62%,0.0,2017
6944,WIN,James Vick,1,20,0,0,Lightweight,"KO/TKO, Punches",1,2:39,UFC 211: Miocic vs. Dos Santos,2017-05-13,"Dallas, Texas, USA",Marco Polo Reyes,RECORD: 13-5-0,"6' 3""",155 lbs.,"76""",Orthodox,4.13,0.39,3.31,60%,0.26,33%,57%,0.7,2017
6945,LOSS,Marco Polo Reyes,0,16,0,0,Lightweight,"KO/TKO, Punches",1,2:39,UFC 211: Miocic vs. Dos Santos,2017-05-13,"Dallas, Texas, USA",James Vick,RECORD: 8-7-0,"5' 11""",155 lbs.,"71""",Orthodox,6.0,0.37,5.52,59%,0.0,0%,46%,0.0,2017
6946,WIN,Cortney Casey,0,103,0,0,Women's,U-DEC,3,5:00,UFC 211: Miocic vs. Dos Santos,2017-05-13,"Dallas, Texas, USA",Jessica Aguilar,RECORD: 10-10-0,"5' 7""",125 lbs.,"67""",Orthodox,4.29,0.39,4.0,55%,0.39,31%,39%,0.5,2017
6947,LOSS,Jessica Aguilar,0,57,4,0,Women's,U-DEC,3,5:00,UFC 211: Miocic vs. Dos Santos,2017-05-13,"Dallas, Texas, USA",Cortney Casey,RECORD: 20-8-0,"5' 3""",115 lbs.,"63""",Orthodox,4.93,0.5,7.19,53%,0.94,25%,50%,0.2,2017
6948,WIN,Enrique Barzola,0,46,9,1,Featherweight,U-DEC,3,5:00,UFC 211: Miocic vs. Dos Santos,2017-05-13,"Dallas, Texas, USA",Gabriel Benitez,RECORD: 17-5-2,"5' 7""",145 lbs.,"70""",Orthodox,3.91,0.41,2.97,68%,4.2,45%,66%,0.3,2017
6949,LOSS,Gabriel Benitez,0,51,0,0,Featherweight,U-DEC,3,5:00,UFC 211: Miocic vs. Dos Santos,2017-05-13,"Dallas, Texas, USA",Enrique Barzola,RECORD: 23-12-0,"5' 8""",155 lbs.,"71""",Southpaw,4.92,0.41,4.26,62%,0.24,50%,55%,1.0,2017
6950,WIN,Gadzhimurad Antigulov,0,2,1,1,Light Heavyweight,"SUB, Rear Naked Choke",1,2:21,UFC 211: Miocic vs. Dos Santos,2017-05-13,"Dallas, Texas, USA",Joachim Christensen,RECORD: 20-8-0,"5' 11""",205 lbs.,"70""",Orthodox,2.08,0.55,4.21,40%,5.08,36%,0%,1.4,2017
6951,LOSS,Joachim Christensen,0,1,0,0,Light Heavyweight,"SUB, Rear Naked Choke",1,2:21,UFC 211: Miocic vs. Dos Santos,2017-05-13,"Dallas, Texas, USA",Gadzhimurad Antigulov,RECORD: 14-6-0,"6' 3""",205 lbs.,"76""",Orthodox,3.78,0.41,3.29,46%,0.0,0%,0%,0.0,2017
6952,WIN,Cub Swanson,0,209,2,0,Featherweight,U-DEC,5,5:00,UFC Fight Night: Swanson vs. Lobov,2017-04-22,"Nashville, Tennessee, USA",Artem Lobov,RECORD: 29-13-0,"5' 8""",145 lbs.,"70""",Orthodox,4.7,0.5,3.84,59%,1.09,52%,61%,0.4,2017
6953,LOSS,Artem Lobov,0,123,2,0,Featherweight,U-DEC,5,5:00,UFC Fight Night: Swanson vs. Lobov,2017-04-22,"Nashville, Tennessee, USA",Cub Swanson,RECORD: 13-15-1 (1 NC),"5' 9""",145 lbs.,"65""",Southpaw,3.52,0.41,4.82,50%,0.39,25%,52%,0.0,2017
6954,WIN,Al Iaquinta,2,12,0,0,Lightweight,"KO/TKO, Punches",1,1:38,UFC Fight Night: Swanson vs. Lobov,2017-04-22,"Nashville, Tennessee, USA",Diego Sanchez,RECORD: 14-7-1,"5' 10""",155 lbs.,"70""",Orthodox,4.06,0.4,4.53,61%,0.63,18%,74%,0.2,2017
6955,LOSS,Diego Sanchez,0,4,0,0,Lightweight,"KO/TKO, Punches",1,1:38,UFC Fight Night: Swanson vs. Lobov,2017-04-22,"Nashville, Tennessee, USA",Al Iaquinta,RECORD: 31-13-0,"5' 10""",170 lbs.,"72""",Southpaw,2.69,0.37,3.02,56%,1.51,24%,46%,0.8,2017
6956,WIN,Ovince Saint Preux,0,21,1,1,Light Heavyweight,"SUB, Von Flue Choke",2,2:11,UFC Fight Night: Swanson vs. Lobov,2017-04-22,"Nashville, Tennessee, USA",Marcos Rogerio de Lima,RECORD: 27-17-0,"6' 3""",205 lbs.,"80""",Southpaw,3.03,0.47,3.32,47%,1.1,36%,67%,0.5,2017
6957,LOSS,Marcos Rogerio de Lima,0,17,0,0,Light Heavyweight,"SUB, Von Flue Choke",2,2:11,UFC Fight Night: Swanson vs. Lobov,2017-04-22,"Nashville, Tennessee, USA",Ovince Saint Preux,RECORD: 22-10-1,"6' 1""",253 lbs.,"75""",Orthodox,3.7,0.57,2.9,51%,1.4,45%,59%,0.5,2017
6958,WIN,John Dodson,0,48,0,0,Bantamweight,U-DEC,3,5:00,UFC Fight Night: Swanson vs. Lobov,2017-04-22,"Nashville, Tennessee, USA",Eddie Wineland,RECORD: 22-12-0,"5' 3""",135 lbs.,"66""",Orthodox,3.2,0.4,3.58,61%,0.71,28%,82%,0.0,2017
6959,LOSS,Eddie Wineland,0,21,0,0,Bantamweight,U-DEC,3,5:00,UFC Fight Night: Swanson vs. Lobov,2017-04-22,"Nashville, Tennessee, USA",John Dodson,RECORD: 24-16-1,"5' 7""",135 lbs.,"69""",Orthodox,3.4,0.29,3.76,68%,0.34,33%,86%,0.1,2017
