,Win/Loss,Fighters,KD,Str,Td,Sub,Weight Class,Method,Round,Time,Event Name,Date,Location,Opponent,Record,Height,Weight,Reach,Stance,SLpM,Str. Acc,SApM,Str. Def,TD Avg,TD Acc,TD Def,Sub. Avg,Year
10791,LOSS,Takanori Gomi,0,81,0,0,Lightweight,S-DEC,3,5:00,UFC on FUEL TV: Silva vs. Stann,2013-03-02,"Saitama, Japan",Diego Sanchez,RECORD: 35-14-0 (1 NC),"5' 7""",155 lbs.,"70""",Southpaw,3.81,0.41,3.52,60%,1.23,65%,63%,0.8,2013
10792,WIN,Yushin Okami,0,37,3,0,Middleweight,S-DEC,3,5:00,UFC on FUEL TV: Silva vs. Stann,2013-03-02,"Saitama, Japan",Hector Lombard,RECORD: 34-12-0,"6' 2""",170 lbs.,"75""",Southpaw,2.06,0.38,2.25,60%,1.98,39%,84%,0.5,2013
10793,LOSS,Hector Lombard,0,45,0,0,Middleweight,S-DEC,3,5:00,UFC on FUEL TV: Silva vs. Stann,2013-03-02,"Saitama, Japan",Yushin Okami,RECORD: 34-10-1 (2 NC),"5' 9""",185 lbs.,"71""",Southpaw,3.02,0.46,3.35,53%,1.69,48%,77%,0.5,2013
10794,WIN,Rani Yahya,0,13,5,1,Featherweight,U-DEC,3,5:00,UFC on FUEL TV: Silva vs. Stann,2013-03-02,"Saitama, Japan",Mizuto Hirota,RECORD: 28-11-1 (1 NC),"5' 6""",135 lbs.,"67""",Orthodox,1.59,0.37,1.77,50%,2.86,32%,24%,1.9,2013
10795,LOSS,Mizuto Hirota,0,4,1,0,Featherweight,U-DEC,3,5:00,UFC on FUEL TV: Silva vs. Stann,2013-03-02,"Saitama, Japan",Rani Yahya,RECORD: 18-10-2,"5' 7""",155 lbs.,"67""",Orthodox,3.36,0.4,3.5,54%,1.36,50%,58%,0.1,2013
10796,WIN,Dong Hyun Kim,0,23,3,1,Welterweight,U-DEC,3,5:00,UFC on FUEL TV: Silva vs. Stann,2013-03-02,"Saitama, Japan",Siyar Bahadurzada,RECORD: 22-4-1 (1 NC),"6' 2""",170 lbs.,"76""",Southpaw,2.12,0.49,1.89,58%,2.93,43%,71%,0.6,2013
10797,LOSS,Siyar Bahadurzada,0,5,0,0,Welterweight,U-DEC,3,5:00,UFC on FUEL TV: Silva vs. Stann,2013-03-02,"Saitama, Japan",Dong Hyun Kim,RECORD: 24-8-1,"5' 11""",170 lbs.,"73""",Orthodox,2.91,0.4,3.23,49%,1.32,61%,62%,0.3,2013
10798,WIN,Brad Tavares,0,116,0,0,Middleweight,U-DEC,3,5:00,UFC on FUEL TV: Silva vs. Stann,2013-03-02,"Saitama, Japan",Riki Fukuda,RECORD: 20-10-0,"6' 1""",185 lbs.,"74""",Orthodox,3.38,0.43,3.15,55%,0.78,26%,81%,0.0,2013
10800,WIN,Takeya Mizugaki,0,67,0,0,Bantamweight,S-DEC,3,5:00,UFC on FUEL TV: Silva vs. Stann,2013-03-02,"Saitama, Japan",Bryan Caraway,RECORD: 21-11-2,"5' 7""",135 lbs.,"69""",Orthodox,3.37,0.37,3.27,57%,1.46,57%,70%,0.1,2013
10801,LOSS,Bryan Caraway,0,37,2,1,Bantamweight,S-DEC,3,5:00,UFC on FUEL TV: Silva vs. Stann,2013-03-02,"Saitama, Japan",Takeya Mizugaki,RECORD: 21-9-0,"5' 8""",135 lbs.,"68""",Orthodox,2.53,0.34,3.61,54%,2.57,25%,80%,0.8,2013
10804,NC,Alex Caceres,0,30,0,0,Bantamweight,Overturned,3,5:00,UFC on FUEL TV: Silva vs. Stann,2013-03-02,"Saitama, Japan",Kyung Ho Kang,RECORD: 21-14-0 (1 NC),"5' 10""",145 lbs.,"73""",Southpaw,4.16,0.5,2.93,63%,0.56,68%,64%,0.7,2013
10805,NC,Kyung Ho Kang,0,16,5,0,Bantamweight,Overturned,3,5:00,UFC on FUEL TV: Silva vs. Stann,2013-03-02,"Saitama, Japan",Alex Caceres,RECORD: 19-10-0 (1 NC),"5' 9""",135 lbs.,"73""",Orthodox,3.35,0.48,3.33,55%,1.87,57%,68%,0.8,2013
10806,WIN,Hyun Gyu Lim,1,62,0,0,Welterweight,"KO/TKO, Knee",2,4:00,UFC on FUEL TV: Silva vs. Stann,2013-03-02,"Saitama, Japan",Marcelo Guimaraes,RECORD: 13-7-1,"6' 3""",170 lbs.,"77""",Orthodox,4.45,0.41,5.07,51%,0.23,100%,73%,0.2,2013
10807,LOSS,Marcelo Guimaraes,0,47,2,0,Welterweight,"KO/TKO, Knee",2,4:00,UFC on FUEL TV: Silva vs. Stann,2013-03-02,"Saitama, Japan",Hyun Gyu Lim,RECORD: 9-2-1,"6' 0""",185 lbs.,"73""",Orthodox,4.67,0.51,4.41,62%,1.99,13%,0%,0.0,2013
10808,WIN,Ronda Rousey,0,7,1,1,Women's,"SUB, Armbar",1,4:49,UFC 157: Rousey vs Carmouche,2013-02-23,"Anaheim, California, USA",Liz Carmouche,RECORD: 12-2-0,"5' 7""",135 lbs.,"66""",Orthodox,4.17,0.52,4.14,44%,6.26,68%,50%,4.8,2013
10809,LOSS,Liz Carmouche,0,4,0,1,Women's,"SUB, Armbar",1,4:49,UFC 157: Rousey vs Carmouche,2013-02-23,"Anaheim, California, USA",Ronda Rousey,RECORD: 13-7-0,"5' 6""",125 lbs.,"66""",Orthodox,2.78,0.54,2.51,61%,2.57,51%,65%,0.3,2013
10810,WIN,Lyoto Machida,0,27,1,0,Light Heavyweight,S-DEC,3,5:00,UFC 157: Rousey vs Carmouche,2013-02-23,"Anaheim, California, USA",Dan Henderson,RECORD: 24-8-0,"6' 1""",185 lbs.,"74""",Southpaw,2.59,0.53,1.57,61%,1.21,65%,75%,0.4,2013
10811,LOSS,Dan Henderson,0,20,1,0,Light Heavyweight,S-DEC,3,5:00,UFC 157: Rousey vs Carmouche,2013-02-23,"Anaheim, California, USA",Lyoto Machida,RECORD: 32-15-0,"5' 11""",185 lbs.,"74""",Orthodox,2.44,0.47,2.7,51%,1.52,52%,57%,0.3,2013
10812,WIN,Urijah Faber,0,17,0,1,Bantamweight,"SUB, Rear Naked Choke",1,4:34,UFC 157: Rousey vs Carmouche,2013-02-23,"Anaheim, California, USA",Ivan Menjivar,RECORD: 35-11-0,"5' 6""",135 lbs.,"67""",Orthodox,2.65,0.4,2.59,64%,1.54,30%,58%,0.8,2013
10814,WIN,Court McGee,0,166,2,0,Welterweight,U-DEC,3,5:00,UFC 157: Rousey vs Carmouche,2013-02-23,"Anaheim, California, USA",Josh Neer,RECORD: 22-13-0,"5' 11""",170 lbs.,"75""",Orthodox,4.6,0.37,3.62,61%,1.84,25%,69%,0.4,2013
10816,WIN,Robbie Lawler,0,9,0,0,Welterweight,"KO/TKO, Punches",1,3:57,UFC 157: Rousey vs Carmouche,2013-02-23,"Anaheim, California, USA",Josh Koscheck,RECORD: 30-16-0 (1 NC),"5' 11""",170 lbs.,"74""",Southpaw,3.85,0.47,4.67,59%,0.65,64%,65%,0.0,2013
10820,WIN,Michael Chiesa,0,5,1,2,Lightweight,"SUB, Rear Naked Choke",2,2:29,UFC 157: Rousey vs Carmouche,2013-02-23,"Anaheim, California, USA",Anton Kuivanen,RECORD: 18-7-0,"6' 1""",170 lbs.,"75""",Southpaw,1.87,0.4,1.7,54%,3.33,50%,60%,1.0,2013
10822,WIN,Dennis Bermudez,1,120,0,2,Featherweight,S-DEC,3,5:00,UFC 157: Rousey vs Carmouche,2013-02-23,"Anaheim, California, USA",Matt Grice,RECORD: 17-9-0,"5' 6""",155 lbs.,"66""",Orthodox,4.42,0.46,3.07,59%,3.89,40%,82%,1.1,2013
10826,WIN,Kenny Robertson,0,9,1,2,Welterweight,"SUB, Suloev Stretch",1,2:57,UFC 157: Rousey vs Carmouche,2013-02-23,"Anaheim, California, USA",Brock Jardine,RECORD: 15-5-0,"5' 10""",170 lbs.,"74""",Orthodox,3.72,0.47,3.02,52%,1.37,26%,57%,0.8,2013
10828,WIN,Neil Magny,0,65,4,0,Welterweight,U-DEC,3,5:00,UFC 157: Rousey vs Carmouche,2013-02-23,"Anaheim, California, USA",Jon Manley,RECORD: 29-12-0,"6' 3""",170 lbs.,"80""",Orthodox,3.47,0.46,2.42,52%,2.17,40%,54%,0.3,2013
10832,WIN,Renan Barao,0,36,4,1,Bantamweight,"SUB, Arm Triangle",4,3:57,UFC on FUEL TV: Barao vs McDonald,2013-02-16,"London, England, United Kingdom",Michael McDonald,RECORD: 34-9-0 (1 NC),"5' 6""",145 lbs.,"70""",Orthodox,3.78,0.36,3.9,57%,1.49,41%,91%,0.5,2013
10833,LOSS,Michael McDonald,0,26,0,0,Bantamweight,"SUB, Arm Triangle",4,3:57,UFC on FUEL TV: Barao vs McDonald,2013-02-16,"London, England, United Kingdom",Renan Barao,RECORD: 17-4-0,"5' 9""",135 lbs.,"70""",Orthodox,2.69,0.42,2.76,57%,1.09,66%,52%,1.4,2013
10834,WIN,Cub Swanson,0,58,2,0,Featherweight,U-DEC,3,5:00,UFC on FUEL TV: Barao vs McDonald,2013-02-16,"London, England, United Kingdom",Dustin Poirier,RECORD: 29-13-0,"5' 8""",145 lbs.,"70""",Orthodox,4.7,0.5,3.84,59%,1.09,52%,61%,0.4,2013
10835,LOSS,Dustin Poirier,0,58,2,0,Featherweight,U-DEC,3,5:00,UFC on FUEL TV: Barao vs McDonald,2013-02-16,"London, England, United Kingdom",Cub Swanson,RECORD: 30-8-0 (1 NC),"5' 9""",155 lbs.,"72""",Southpaw,5.45,0.51,4.36,53%,1.33,36%,63%,1.4,2013
10836,WIN,Jimi Manuwa,0,18,3,0,Light Heavyweight,KO/TKO,1,5:00,UFC on FUEL TV: Barao vs McDonald,2013-02-16,"London, England, United Kingdom",Cyrille Diabate,RECORD: 17-6-0,"6' 1""",205 lbs.,"79""",Orthodox,3.43,0.54,3.97,49%,0.53,18%,70%,0.4,2013
10837,LOSS,Cyrille Diabate,0,9,0,0,Light Heavyweight,KO/TKO,1,5:00,UFC on FUEL TV: Barao vs McDonald,2013-02-16,"London, England, United Kingdom",Jimi Manuwa,RECORD: 19-10-1,"6' 6""",205 lbs.,"81""",Southpaw,4.06,0.71,1.78,60%,1.17,83%,53%,0.2,2013
10838,WIN,Gunnar Nelson,0,42,2,0,Welterweight,U-DEC,3,5:00,UFC on FUEL TV: Barao vs McDonald,2013-02-16,"London, England, United Kingdom",Jorge Santiago,RECORD: 19-5-1,"5' 11""",170 lbs.,"72""",Switch,1.84,0.61,3.0,49%,1.9,59%,66%,1.0,2013
10840,WIN,James Te Huna,0,49,2,0,Light Heavyweight,U-DEC,3,5:00,UFC on FUEL TV: Barao vs McDonald,2013-02-16,"London, England, United Kingdom",Ryan Jimmo,RECORD: 16-9-0,"6' 2""",185 lbs.,"75""",Orthodox,4.04,0.51,2.99,62%,2.75,37%,58%,0.2,2013
10843,NC,Matthew Riddle,0,23,5,0,Welterweight,Overturned,3,5:00,UFC on FUEL TV: Barao vs McDonald,2013-02-16,"London, England, United Kingdom",Che Mills,RECORD: 8-3-0 (2 NC),"6' 1""",170 lbs.,"76""",Southpaw,3.01,0.42,2.74,54%,3.51,50%,89%,0.5,2013
10846,WIN,Danny Castillo,0,38,4,0,Lightweight,U-DEC,3,5:00,UFC on FUEL TV: Barao vs McDonald,2013-02-16,"London, England, United Kingdom",Paul Sass,RECORD: 17-10-0,"5' 9""",155 lbs.,"71""",Orthodox,2.57,0.42,1.96,62%,2.95,38%,63%,0.2,2013
10848,WIN,Andy Ogle,0,19,2,0,Featherweight,U-DEC,3,5:00,UFC on FUEL TV: Barao vs McDonald,2013-02-16,"London, England, United Kingdom",Josh Grispi,RECORD: 9-6-0,"5' 8""",145 lbs.,"69""",Orthodox,2.24,0.44,2.23,50%,1.44,26%,58%,0.0,2013
10849,LOSS,Josh Grispi,0,7,1,2,Featherweight,U-DEC,3,5:00,UFC on FUEL TV: Barao vs McDonald,2013-02-16,"London, England, United Kingdom",Andy Ogle,RECORD: 14-5-0,"5' 11""",145 lbs.,"74""",Orthodox,1.44,0.41,3.71,50%,1.97,36%,16%,2.2,2013
10856,WIN,Jose Aldo,0,76,0,0,Featherweight,U-DEC,5,5:00,UFC 156: Aldo vs Edgar,2013-02-02,"Las Vegas, Nevada, USA",Frankie Edgar,RECORD: 31-8-0,"5' 7""",135 lbs.,"70""",Orthodox,3.57,0.46,3.74,60%,0.49,54%,91%,0.1,2013
10857,LOSS,Frankie Edgar,0,60,2,0,Featherweight,U-DEC,5,5:00,UFC 156: Aldo vs Edgar,2013-02-02,"Las Vegas, Nevada, USA",Jose Aldo,RECORD: 23-11-1,"5' 6""",135 lbs.,"68""",Orthodox,3.77,0.4,2.82,65%,2.29,31%,65%,0.3,2013
10858,WIN,Rogerio Nogueira,0,40,0,0,Light Heavyweight,U-DEC,3,5:00,UFC 156: Aldo vs Edgar,2013-02-02,"Las Vegas, Nevada, USA",Rashad Evans,RECORD: 23-10-0,"6' 2""",205 lbs.,"75""",Southpaw,2.43,0.35,2.34,59%,0.64,44%,62%,0.8,2013
10859,LOSS,Rashad Evans,0,22,1,0,Light Heavyweight,U-DEC,3,5:00,UFC 156: Aldo vs Edgar,2013-02-02,"Las Vegas, Nevada, USA",Rogerio Nogueira,RECORD: 19-8-1,"6' 0""",205 lbs.,"75""",Orthodox,2.14,0.37,2.42,63%,2.98,44%,73%,0.0,2013
10860,WIN,Antonio Silva,1,21,0,0,Heavyweight,"KO/TKO, Punches",3,0:25,UFC 156: Aldo vs Edgar,2013-02-02,"Las Vegas, Nevada, USA",Alistair Overeem,RECORD: 19-12-1,"6' 4""",264 lbs.,"82""",Orthodox,2.89,0.45,3.09,50%,0.82,29%,66%,0.8,2013
10861,LOSS,Alistair Overeem,0,51,1,0,Heavyweight,"KO/TKO, Punches",3,0:25,UFC 156: Aldo vs Edgar,2013-02-02,"Las Vegas, Nevada, USA",Antonio Silva,RECORD: 47-19-0 (1 NC),"6' 4""",265 lbs.,"80""",Orthodox,3.67,0.64,2.44,57%,1.42,55%,73%,0.8,2013
10862,WIN,Demian Maia,0,12,7,3,Welterweight,U-DEC,3,5:00,UFC 156: Aldo vs Edgar,2013-02-02,"Las Vegas, Nevada, USA",Jon Fitch,RECORD: 28-11-0,"6' 1""",170 lbs.,"72""",Southpaw,1.8,0.43,2.07,63%,2.49,24%,61%,1.0,2013
10864,WIN,Joseph Benavidez,0,57,0,0,Flyweight,U-DEC,3,5:00,UFC 156: Aldo vs Edgar,2013-02-02,"Las Vegas, Nevada, USA",Ian McCall,RECORD: 28-8-0,"5' 4""",125 lbs.,"65""",Southpaw,3.52,0.34,2.67,61%,1.41,30%,62%,0.6,2013
10866,WIN,Evan Dunham,0,91,0,0,Lightweight,S-DEC,3,5:00,UFC 156: Aldo vs Edgar,2013-02-02,"Las Vegas, Nevada, USA",Gleison Tibau,RECORD: 18-9-1,"5' 10""",155 lbs.,"70""",Southpaw,5.33,0.39,3.54,61%,1.82,33%,79%,1.0,2013
10867,LOSS,Gleison Tibau,0,37,2,1,Lightweight,S-DEC,3,5:00,UFC 156: Aldo vs Edgar,2013-02-02,"Las Vegas, Nevada, USA",Evan Dunham,RECORD: 33-14-0,"5' 10""",155 lbs.,"71""",Southpaw,1.95,0.31,2.51,63%,4.08,53%,92%,0.8,2013
10868,WIN,Tyron Woodley,1,15,0,0,Welterweight,"KO/TKO, Punches",1,0:36,UFC 156: Aldo vs Edgar,2013-02-02,"Las Vegas, Nevada, USA",Jay Hieron,RECORD: 19-7-1,"5' 9""",170 lbs.,"74""",Orthodox,2.36,0.48,2.76,54%,1.06,40%,87%,0.4,2013
10870,WIN,Bobby Green,0,54,1,1,Lightweight,"SUB, Rear Naked Choke",3,4:25,UFC 156: Aldo vs Edgar,2013-02-02,"Las Vegas, Nevada, USA",Jacob Volkmann,RECORD: 32-15-1 (1 NC),"5' 10""",155 lbs.,"71""",Orthodox,6.45,0.52,3.75,62%,1.19,38%,74%,0.3,2013
10876,WIN,Francisco Rivera,1,51,2,0,Bantamweight,"KO/TKO, Punches",2,4:20,UFC 156: Aldo vs Edgar,2013-02-02,"Las Vegas, Nevada, USA",Edwin Figueroa,RECORD: 11-7-0 (1 NC),"5' 8""",135 lbs.,"70""",Orthodox,4.07,0.41,3.16,68%,1.01,63%,68%,0.6,2013
10878,WIN,Demetrious Johnson,0,127,5,0,Flyweight,U-DEC,5,5:00,UFC on FOX: Johnson vs Dodson,2013-01-26,"Chicago, Illinois, USA",John Dodson,RECORD: 27-3-1,"5' 3""",125 lbs.,"66""",Orthodox,3.43,0.54,1.66,67%,3.35,56%,65%,0.5,2013
10879,LOSS,John Dodson,1,57,1,0,Flyweight,U-DEC,5,5:00,UFC on FOX: Johnson vs Dodson,2013-01-26,"Chicago, Illinois, USA",Demetrious Johnson,RECORD: 22-12-0,"5' 3""",135 lbs.,"66""",Orthodox,3.2,0.4,3.58,61%,0.71,28%,82%,0.0,2013
10880,WIN,Glover Teixeira,1,80,5,0,Light Heavyweight,U-DEC,3,5:00,UFC on FOX: Johnson vs Dodson,2013-01-26,"Chicago, Illinois, USA",Quinton Jackson,RECORD: 33-9-0,"6' 2""",205 lbs.,"76""",Orthodox,3.73,0.49,4.43,51%,2.11,33%,60%,0.9,2013
10881,LOSS,Quinton Jackson,0,53,0,0,Light Heavyweight,U-DEC,3,5:00,UFC on FOX: Johnson vs Dodson,2013-01-26,"Chicago, Illinois, USA",Glover Teixeira,RECORD: 37-12-0,"6' 1""",205 lbs.,"73""",Orthodox,3.25,0.54,2.51,55%,1.52,56%,73%,0.1,2013
10882,WIN,Anthony Pettis,1,18,0,0,Lightweight,"KO/TKO, Kick",1,2:35,UFC on FOX: Johnson vs Dodson,2013-01-26,"Chicago, Illinois, USA",Donald Cerrone,RECORD: 24-10-0,"5' 10""",155 lbs.,"72""",Orthodox,3.05,0.47,3.44,54%,0.61,50%,60%,1.1,2013
10883,LOSS,Donald Cerrone,0,4,0,0,Lightweight,"KO/TKO, Kick",1,2:35,UFC on FOX: Johnson vs Dodson,2013-01-26,"Chicago, Illinois, USA",Anthony Pettis,RECORD: 36-17-0 (2 NC),"6' 1""",155 lbs.,"73""",Orthodox,4.41,0.46,4.48,53%,1.16,33%,73%,1.2,2013
10884,WIN,Ricardo Lamas,0,32,2,0,Featherweight,"KO/TKO, Elbows",2,2:32,UFC on FOX: Johnson vs Dodson,2013-01-26,"Chicago, Illinois, USA",Erik Koch,RECORD: 20-8-0,"5' 8""",145 lbs.,"71""",Orthodox,3.13,0.47,2.87,57%,1.84,33%,46%,0.9,2013
10885,LOSS,Erik Koch,0,14,0,0,Featherweight,"KO/TKO, Elbows",2,2:32,UFC on FOX: Johnson vs Dodson,2013-01-26,"Chicago, Illinois, USA",Ricardo Lamas,RECORD: 16-6-0,"5' 10""",170 lbs.,"71""",Southpaw,2.33,0.42,2.82,47%,1.02,42%,81%,1.0,2013
10887,LOSS,Matt Wiman,0,18,0,0,Lightweight,"KO/TKO, Elbows",1,4:51,UFC on FOX: Johnson vs Dodson,2013-01-26,"Chicago, Illinois, USA",TJ Grant,RECORD: 16-10-0,"5' 10""",155 lbs.,"68""",Orthodox,3.17,0.5,3.57,51%,2.13,37%,56%,1.5,2013
10888,WIN,Clay Guida,0,26,3,0,Featherweight,S-DEC,3,5:00,UFC on FOX: Johnson vs Dodson,2013-01-26,"Chicago, Illinois, USA",Hatsu Hioki,RECORD: 38-21-0,"5' 7""",155 lbs.,"70""",Orthodox,2.64,0.33,3.01,61%,3.13,36%,67%,0.6,2013
10892,WIN,Ryan Bader,1,3,0,1,Light Heavyweight,"SUB, Guillotine Choke",1,0:50,UFC on FOX: Johnson vs Dodson,2013-01-26,"Chicago, Illinois, USA",Vladimir Matyushenko,RECORD: 23-5-0,"6' 2""",205 lbs.,"74""",Orthodox,2.82,0.43,1.39,71%,3.37,44%,80%,0.4,2013
10894,WIN,Shawn Jordan,0,42,2,0,Heavyweight,KO/TKO,2,3:48,UFC on FOX: Johnson vs Dodson,2013-01-26,"Chicago, Illinois, USA",Mike Russow,RECORD: 19-8-0,"6' 0""",260 lbs.,"75""",Southpaw,2.87,0.5,3.3,47%,1.97,38%,76%,0.1,2013
10896,WIN,Rafael Natal,0,64,4,4,Middleweight,"SUB, Arm Triangle",3,2:13,UFC on FOX: Johnson vs Dodson,2013-01-26,"Chicago, Illinois, USA",Sean Spencer,RECORD: 21-9-1,"6' 0""",185 lbs.,"77""",Orthodox,3.1,0.47,2.48,57%,2.55,34%,77%,0.5,2013
10897,LOSS,Sean Spencer,0,12,0,0,Middleweight,"SUB, Arm Triangle",3,2:13,UFC on FOX: Johnson vs Dodson,2013-01-26,"Chicago, Illinois, USA",Rafael Natal,RECORD: 12-6-0,"5' 10""",170 lbs.,"74""",Orthodox,4.24,0.32,4.02,60%,0.14,33%,68%,0.0,2013
10900,WIN,Vitor Belfort,1,18,0,0,Middleweight,"KO/TKO, Kick",2,1:27,UFC on FX: Belfort vs Bisping,2013-01-19,"Sao Paulo, Brazil",Michael Bisping,RECORD: 26-14-0 (1 NC),"6' 0""",185 lbs.,"74""",Southpaw,1.59,0.46,2.83,50%,1.02,60%,53%,0.6,2013
10901,LOSS,Michael Bisping,0,14,0,0,Middleweight,"KO/TKO, Kick",2,1:27,UFC on FX: Belfort vs Bisping,2013-01-19,"Sao Paulo, Brazil",Vitor Belfort,RECORD: 30-9-0,"6' 1""",185 lbs.,"75""",Orthodox,4.33,0.38,2.71,65%,1.05,43%,63%,0.3,2013
10902,WIN,CB Dollaway,0,62,2,0,Middleweight,S-DEC,3,5:00,UFC on FX: Belfort vs Bisping,2013-01-19,"Sao Paulo, Brazil",Daniel Sarafian,RECORD: 17-9-0,"6' 2""",185 lbs.,"76""",Orthodox,2.65,0.47,2.58,54%,3.55,54%,62%,1.2,2013
10903,LOSS,Daniel Sarafian,1,38,0,0,Middleweight,S-DEC,3,5:00,UFC on FX: Belfort vs Bisping,2013-01-19,"Sao Paulo, Brazil",CB Dollaway,RECORD: 10-6-0,"5' 9""",185 lbs.,"73""",Orthodox,2.23,0.46,3.1,58%,0.36,7%,53%,0.7,2013
10904,WIN,Gabriel Gonzaga,0,17,3,1,Heavyweight,"SUB, Guillotine Choke",2,1:01,UFC on FX: Belfort vs Bisping,2013-01-19,"Sao Paulo, Brazil",Ben Rothwell,RECORD: 17-11-0,"6' 2""",242 lbs.,"76""",Orthodox,2.12,0.45,2.94,57%,2.8,39%,66%,1.1,2013
10905,LOSS,Ben Rothwell,0,12,0,0,Heavyweight,"SUB, Guillotine Choke",2,1:01,UFC on FX: Belfort vs Bisping,2013-01-19,"Sao Paulo, Brazil",Gabriel Gonzaga,RECORD: 39-14-0,"6' 4""",265 lbs.,"78""",Orthodox,3.71,0.42,4.63,47%,0.68,34%,70%,0.4,2013
10906,WIN,Khabib Nurmagomedov,1,22,0,0,Lightweight,"KO/TKO, Elbows",1,1:55,UFC on FX: Belfort vs Bisping,2013-01-19,"Sao Paulo, Brazil",Thiago Tavares,RECORD: 29-0-0,"5' 10""",155 lbs.,"70""",Orthodox,4.1,0.48,1.75,65%,5.32,48%,84%,0.8,2013
10907,LOSS,Thiago Tavares,0,2,0,0,Lightweight,"KO/TKO, Elbows",1,1:55,UFC on FX: Belfort vs Bisping,2013-01-19,"Sao Paulo, Brazil",Khabib Nurmagomedov,RECORD: 21-7-1,"5' 7""",145 lbs.,"70""",Orthodox,2.0,0.4,2.31,62%,3.83,42%,62%,1.5,2013
10908,WIN,Godofredo Pepey,0,36,0,0,Featherweight,S-DEC,3,5:00,UFC on FX: Belfort vs Bisping,2013-01-19,"Sao Paulo, Brazil",Milton Vieira,RECORD: 13-6-0,"5' 7""",145 lbs.,"73""",Orthodox,2.32,0.38,3.23,47%,0.37,7%,35%,1.5,2013
10911,LOSS,Andrew Craig,0,20,0,0,Middleweight,U-DEC,3,5:00,UFC on FX: Belfort vs Bisping,2013-01-19,"Sao Paulo, Brazil",Ronny Markes,RECORD: 9-4-0,"6' 1""",170 lbs.,"76""",Orthodox,2.39,0.4,3.01,50%,0.53,37%,72%,0.0,2013
10912,WIN,Nik Lentz,0,56,10,0,Featherweight,U-DEC,3,5:00,UFC on FX: Belfort vs Bisping,2013-01-19,"Sao Paulo, Brazil",Diego Nunes,RECORD: 30-12-2 (1 NC),"5' 8""",145 lbs.,"68""",Orthodox,3.44,0.47,3.25,50%,3.3,32%,43%,1.2,2013
10914,WIN,Edson Barboza,1,26,0,0,Lightweight,"KO/TKO, Punches",1,2:38,UFC on FX: Belfort vs Bisping,2013-01-19,"Sao Paulo, Brazil",Lucas Martins,RECORD: 24-11-0,"5' 11""",145 lbs.,"75""",Orthodox,4.18,0.45,4.34,57%,0.48,50%,75%,0.1,2013
10915,LOSS,Lucas Martins,0,12,0,0,Lightweight,"KO/TKO, Punches",1,2:38,UFC on FX: Belfort vs Bisping,2013-01-19,"Sao Paulo, Brazil",Edson Barboza,RECORD: 19-3-0,"6' 0""",145 lbs.,"72""",Southpaw,2.87,0.35,4.14,60%,0.0,0%,76%,0.5,2013
10916,NC,Iuri Alcantara,0,20,1,1,Bantamweight,CNC,1,2:11,UFC on FX: Belfort vs Bisping,2013-01-19,"Sao Paulo, Brazil",Pedro Nobre,RECORD: 35-10-0 (1 NC),"5' 9""",135 lbs.,"71""",Southpaw,2.72,0.45,2.79,49%,1.44,62%,60%,0.8,2013
10918,WIN,Ildemar Alcantara,0,24,2,3,Light Heavyweight,"SUB, Kneebar",2,2:39,UFC on FX: Belfort vs Bisping,2013-01-19,"Sao Paulo, Brazil",Wagner Prado,RECORD: 21-11-0,"6' 2""",185 lbs.,"78""",Orthodox,1.93,0.38,2.63,50%,2.0,68%,81%,0.9,2013
10920,WIN,Francisco Trinaldo,0,12,2,1,Lightweight,"SUB, Arm Triangle",2,1:50,UFC on FX: Belfort vs Bisping,2013-01-19,"Sao Paulo, Brazil",CJ Keith,RECORD: 28-9-0,"5' 9""",170 lbs.,"70""",Southpaw,3.13,0.45,2.67,60%,0.98,42%,60%,0.5,2013
10922,WIN,Cain Velasquez,1,111,11,0,Heavyweight,U-DEC,5,5:00,UFC 155: Dos Santos vs Velasquez II,2012-12-29,"Las Vegas, Nevada, USA",Junior Dos Santos,RECORD: 14-3-0,"6' 1""",240 lbs.,"77""",Orthodox,6.37,0.57,2.33,57%,5.13,45%,85%,0.4,2012
10923,LOSS,Junior Dos Santos,0,57,0,0,Heavyweight,U-DEC,5,5:00,UFC 155: Dos Santos vs Velasquez II,2012-12-29,"Las Vegas, Nevada, USA",Cain Velasquez,RECORD: 21-9-0,"6' 4""",238 lbs.,"77""",Orthodox,4.49,0.47,3.33,56%,0.3,50%,81%,0.1,2012
10924,WIN,Jim Miller,0,91,1,2,Lightweight,U-DEC,3,5:00,UFC 155: Dos Santos vs Velasquez II,2012-12-29,"Las Vegas, Nevada, USA",Joe Lauzon,RECORD: 37-18-0 (1 NC),"5' 8""",155 lbs.,"71""",Southpaw,2.99,0.42,3.5,56%,1.53,44%,47%,1.7,2012
10925,LOSS,Joe Lauzon,0,35,0,3,Lightweight,U-DEC,3,5:00,UFC 155: Dos Santos vs Velasquez II,2012-12-29,"Las Vegas, Nevada, USA",Jim Miller,RECORD: 28-16-0,"5' 10""",155 lbs.,"71""",Orthodox,2.84,0.39,5.39,54%,2.39,45%,54%,2.0,2012
10927,LOSS,Tim Boetsch,1,25,2,0,Middleweight,"KO/TKO, Punches",3,2:11,UFC 155: Dos Santos vs Velasquez II,2012-12-29,"Las Vegas, Nevada, USA",Constantinos Philippou,RECORD: 21-13-0,"6' 0""",185 lbs.,"74""",Orthodox,2.93,0.5,2.9,57%,1.45,34%,59%,0.8,2012
